filename,width,height,class,xmin,ymin,xmax,ymax
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
34.jpg,640,512,car,363,134,418,165
34.jpg,640,512,person,338,98,347,111
34.jpg,640,512,person,328,123,336,138
34.jpg,640,512,person,342,152,353,168
34.jpg,640,512,person,357,104,366,119
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
35.jpg,640,512,car,364,140,418,169
35.jpg,640,512,person,335,147,344,161
35.jpg,640,512,person,356,104,365,119
35.jpg,640,512,person,328,127,336,142
35.jpg,640,512,person,339,102,347,117
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
36.jpg,640,512,car,363,146,418,177
36.jpg,640,512,person,333,157,344,170
36.jpg,640,512,person,328,134,336,149
36.jpg,640,512,person,338,108,347,122
36.jpg,640,512,person,353,107,362,121
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
37.jpg,640,512,person,339,125,347,139
37.jpg,640,512,person,351,119,360,131
37.jpg,640,512,person,327,152,335,167
37.jpg,640,512,person,333,174,342,188
37.jpg,640,512,car,364,164,420,195
376.jpg,640,512,person,377,6,381,16
376.jpg,640,512,person,382,6,386,16
376.jpg,640,512,person,404,6,408,16
376.jpg,640,512,car,349,0,369,17
376.jpg,640,512,car,386,0,403,12
377.jpg,640,512,car,387,29,401,58
377.jpg,640,512,person,370,14,375,24
377.jpg,640,512,person,376,14,380,24
377.jpg,640,512,person,359,0,363,8
377.jpg,640,512,person,377,52,382,62
377.jpg,640,512,person,362,0,366,11
377.jpg,640,512,person,389,53,393,63
377.jpg,640,512,person,404,56,408,66
377.jpg,640,512,car,346,21,364,62
377.jpg,640,512,car,341,0,359,20
378.jpg,640,512,person,370,55,374,65
378.jpg,640,512,person,360,38,364,48
378.jpg,640,512,person,357,31,361,42
378.jpg,640,512,car,338,24,356,63
378.jpg,640,512,car,344,67,363,107
378.jpg,640,512,car,386,72,400,103
378.jpg,640,512,person,375,95,380,105
378.jpg,640,512,person,380,95,385,105
378.jpg,640,512,person,405,103,409,113
378.jpg,640,512,person,377,53,381,63
379.jpg,640,512,person,355,83,360,95
379.jpg,640,512,person,391,151,396,163
379.jpg,640,512,person,405,158,409,170
379.jpg,640,512,car,339,118,359,165
379.jpg,640,512,car,334,71,352,112
379.jpg,640,512,car,385,126,399,160
379.jpg,640,512,person,368,107,372,119
379.jpg,640,512,person,373,107,378,119
379.jpg,640,512,person,355,91,360,104
379.jpg,640,512,person,376,154,382,167
38.jpg,640,512,person,347,142,360,157
38.jpg,640,512,person,329,201,338,214
38.jpg,640,512,person,327,180,336,194
38.jpg,640,512,person,338,151,347,166
38.jpg,640,512,car,364,192,421,225
380.jpg,640,512,person,367,282,374,295
380.jpg,640,512,person,383,284,389,297
380.jpg,640,512,car,324,182,346,230
380.jpg,640,512,car,331,239,353,295
380.jpg,640,512,car,380,247,398,287
380.jpg,640,512,person,369,224,376,237
380.jpg,640,512,person,362,223,369,237
380.jpg,640,512,person,349,203,356,216
380.jpg,640,512,person,348,195,354,208
380.jpg,640,512,person,402,289,408,302
381.jpg,640,512,person,392,340,398,355
381.jpg,640,512,car,319,243,341,295
381.jpg,640,512,car,324,307,349,366
381.jpg,640,512,car,377,315,395,357
381.jpg,640,512,person,358,288,364,302
381.jpg,640,512,person,364,288,371,303
381.jpg,640,512,person,366,351,373,366
381.jpg,640,512,person,400,357,406,373
381.jpg,640,512,person,347,264,353,279
381.jpg,640,512,person,346,255,352,270
381.jpg,640,512,person,341,265,347,280
382.jpg,640,512,car,306,391,332,450
382.jpg,640,512,car,311,463,336,512
382.jpg,640,512,person,355,444,362,460
382.jpg,640,512,person,348,444,354,459
382.jpg,640,512,person,336,417,342,432
382.jpg,640,512,person,334,407,341,422
382.jpg,640,512,person,330,419,336,434
382.jpg,640,512,car,369,471,388,512
383.jpg,640,512,car,299,476,327,512
383.jpg,640,512,car,299,476,327,512
383.jpg,640,512,car,299,476,327,512
383.jpg,640,512,car,299,476,327,512
383.jpg,640,512,car,299,476,327,512
383.jpg,640,512,car,299,476,327,512
383.jpg,640,512,car,299,476,327,512
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
39.jpg,640,512,person,327,217,336,232
39.jpg,640,512,person,338,185,346,200
39.jpg,640,512,car,366,230,424,265
39.jpg,640,512,person,331,239,340,252
39.jpg,640,512,person,353,175,360,191
396.jpg,640,512,car,537,125,570,153
397.jpg,640,512,car,538,125,569,154
398.jpg,640,512,car,539,124,570,152
399.jpg,640,512,car,540,130,572,160
40.jpg,640,512,person,327,271,335,286
40.jpg,640,512,person,354,226,360,240
40.jpg,640,512,person,337,238,347,253
40.jpg,640,512,person,333,296,341,310
40.jpg,640,512,car,366,284,428,320
400.jpg,640,512,car,542,141,576,170
401.jpg,640,512,car,549,167,581,198
401.jpg,640,512,car,451,12,466,25
402.jpg,640,512,car,551,181,584,214
402.jpg,640,512,car,454,22,471,36
403.jpg,640,512,car,557,200,588,232
403.jpg,640,512,car,455,37,473,47
404.jpg,640,512,car,448,48,475,69
404.jpg,640,512,car,558,216,593,254
405.jpg,640,512,car,560,241,598,276
405.jpg,640,512,truck,279,0,336,39
405.jpg,640,512,car,454,63,480,82
406.jpg,640,512,truck,255,13,346,97
406.jpg,640,512,car,574,319,610,362
406.jpg,640,512,car,234,0,261,23
406.jpg,640,512,car,467,126,496,143
407.jpg,640,512,truck,256,34,352,129
407.jpg,640,512,car,581,358,616,396
407.jpg,640,512,car,233,15,259,43
407.jpg,640,512,car,471,153,498,172
408.jpg,640,512,car,232,36,259,63
408.jpg,640,512,truck,254,55,352,160
408.jpg,640,512,car,585,389,620,429
408.jpg,640,512,car,475,183,497,199
409.jpg,640,512,car,504,294,530,313
409.jpg,640,512,truck,264,144,371,267
409.jpg,640,512,car,238,116,266,149
41.jpg,640,512,car,369,357,433,394
41.jpg,640,512,person,338,305,348,319
41.jpg,640,512,person,328,343,336,359
41.jpg,640,512,person,334,367,343,385
41.jpg,640,512,person,352,296,363,310
410.jpg,640,512,car,529,414,550,437
410.jpg,640,512,truck,274,245,389,389
410.jpg,640,512,car,243,209,275,244
411.jpg,640,512,truck,280,305,397,457
411.jpg,640,512,car,539,481,566,505
411.jpg,640,512,car,251,260,284,301
412.jpg,640,512,car,283,344,316,388
412.jpg,640,512,truck,312,399,397,512
413.jpg,640,512,truck,323,438,384,512
413.jpg,640,512,car,296,377,327,422
414.jpg,640,512,truck,329,472,367,512
414.jpg,640,512,car,306,409,337,456
415.jpg,640,512,car,314,445,346,493
416.jpg,640,512,car,266,10,281,32
417.jpg,640,512,car,288,27,304,48
418.jpg,640,512,car,301,86,318,111
419.jpg,640,512,car,308,109,327,134
42.jpg,640,512,person,351,386,360,399
42.jpg,640,512,person,342,386,351,401
42.jpg,640,512,person,326,430,337,444
42.jpg,640,512,person,333,459,348,475
42.jpg,640,512,car,367,443,439,482
420.jpg,640,512,car,322,134,340,161
421.jpg,640,512,car,334,158,352,190
422.jpg,640,512,car,345,190,362,221
423.jpg,640,512,car,353,217,371,252
424.jpg,640,512,car,370,288,388,321
425.jpg,640,512,car,374,325,392,361
426.jpg,640,512,car,370,358,390,394
426.jpg,640,512,car,351,0,363,13
427.jpg,640,512,car,370,399,389,433
427.jpg,640,512,car,350,12,361,33
428.jpg,640,512,car,370,434,389,472
428.jpg,640,512,car,351,31,363,51
429.jpg,640,512,car,357,100,369,120
43.jpg,640,512,person,343,470,351,482
43.jpg,640,512,person,350,486,365,503
430.jpg,640,512,car,355,98,368,120
431.jpg,640,512,car,357,100,369,122
432.jpg,640,512,car,357,98,369,121
433.jpg,640,512,car,357,100,368,121
434.jpg,640,512,car,344,63,361,88
434.jpg,640,512,car,357,236,372,266
435.jpg,640,512,car,358,271,375,302
435.jpg,640,512,car,345,88,362,115
436.jpg,640,512,car,358,305,376,338
436.jpg,640,512,car,346,113,363,141
437.jpg,640,512,car,360,470,378,508
437.jpg,640,512,car,348,239,366,266
438.jpg,640,512,car,347,272,367,305
439.jpg,640,512,car,349,304,368,343
439.jpg,640,512,car,349,304,368,343
440.jpg,640,512,car,349,341,368,375
441.jpg,640,512,car,353,442,372,480
442.jpg,640,512,car,354,478,376,512
442.jpg,640,512,car,426,169,441,183
443.jpg,640,512,car,424,5,457,18
443.jpg,640,512,car,431,197,450,211
444.jpg,640,512,car,431,21,460,34
444.jpg,640,512,car,432,223,454,240
445.jpg,640,512,car,435,39,463,51
445.jpg,640,512,car,434,251,461,267
446.jpg,640,512,car,441,282,468,296
446.jpg,640,512,car,441,58,470,72
447.jpg,640,512,car,446,311,475,326
447.jpg,640,512,car,441,78,473,92
448.jpg,640,512,car,449,344,484,362
448.jpg,640,512,car,448,99,480,114
449.jpg,640,512,car,452,376,486,394
449.jpg,640,512,car,451,120,481,134
449.jpg,640,512,car,452,376,486,394
449.jpg,640,512,car,451,120,481,134
450.jpg,640,512,car,463,484,504,502
450.jpg,640,512,car,471,197,503,213
451.jpg,640,512,car,495,289,531,305
452.jpg,640,512,car,516,328,550,345
453.jpg,640,512,car,561,425,593,442
454.jpg,640,512,car,579,485,612,504
454.jpg,640,512,car,579,485,612,504
454.jpg,640,512,car,579,485,612,504
457.jpg,640,512,car,33,204,56,228
457.jpg,640,512,car,24,25,40,40
458.jpg,640,512,car,115,232,138,261
458.jpg,640,512,car,11,43,29,63
458.jpg,640,512,car,143,28,169,42
459.jpg,640,512,car,186,33,216,52
459.jpg,640,512,car,292,4,314,18
459.jpg,640,512,car,47,39,70,62
459.jpg,640,512,car,142,248,168,278
459.jpg,640,512,car,186,33,216,52
459.jpg,640,512,car,292,4,314,18
459.jpg,640,512,car,47,39,70,62
459.jpg,640,512,car,142,248,168,278
460.jpg,640,512,car,88,39,108,62
460.jpg,640,512,car,0,152,12,169
460.jpg,640,512,car,0,117,24,135
460.jpg,640,512,car,168,268,191,300
460.jpg,640,512,car,229,46,257,62
460.jpg,640,512,car,337,19,361,34
461.jpg,640,512,car,615,307,640,322
461.jpg,640,512,car,485,291,519,306
461.jpg,640,512,car,342,193,359,226
461.jpg,640,512,car,192,248,228,265
461.jpg,640,512,car,163,291,199,311
461.jpg,640,512,motorcycle,38,275,51,285
462.jpg,640,512,car,611,310,637,324
462.jpg,640,512,car,484,292,515,308
462.jpg,640,512,car,341,198,358,231
462.jpg,640,512,car,191,252,228,272
462.jpg,640,512,car,164,295,200,313
462.jpg,640,512,motorcycle,41,279,53,289
463.jpg,640,512,car,608,313,635,328
463.jpg,640,512,car,480,298,517,313
463.jpg,640,512,car,342,203,357,234
463.jpg,640,512,car,195,256,228,273
463.jpg,640,512,car,167,297,200,315
463.jpg,640,512,motorcycle,42,281,55,293
464.jpg,640,512,car,608,314,632,329
464.jpg,640,512,car,479,299,512,314
464.jpg,640,512,car,340,204,355,235
464.jpg,640,512,car,204,257,230,274
464.jpg,640,512,car,168,299,201,318
464.jpg,640,512,motorcycle,42,282,55,295
465.jpg,640,512,car,605,316,632,330
465.jpg,640,512,car,479,298,514,313
465.jpg,640,512,car,340,207,356,235
465.jpg,640,512,motorcycle,42,284,56,295
465.jpg,640,512,car,166,301,201,318
465.jpg,640,512,car,200,260,234,277
466.jpg,640,512,car,479,301,513,317
466.jpg,640,512,car,202,262,229,275
466.jpg,640,512,car,167,301,201,319
466.jpg,640,512,motorcycle,46,287,56,295
466.jpg,640,512,car,604,317,631,331
466.jpg,640,512,car,340,208,356,237
467.jpg,640,512,motorcycle,46,285,56,295
467.jpg,640,512,car,603,318,631,331
467.jpg,640,512,car,166,301,201,319
467.jpg,640,512,car,201,259,228,276
467.jpg,640,512,car,340,206,356,236
467.jpg,640,512,car,479,300,511,317
468.jpg,640,512,car,603,318,632,333
468.jpg,640,512,motorcycle,46,287,56,296
468.jpg,640,512,car,166,302,201,321
468.jpg,640,512,car,201,262,230,277
468.jpg,640,512,car,342,208,357,238
468.jpg,640,512,car,480,303,514,321
469.jpg,640,512,motorcycle,42,290,55,303
469.jpg,640,512,car,165,308,201,327
469.jpg,640,512,car,200,267,230,282
469.jpg,640,512,car,341,213,356,244
469.jpg,640,512,car,480,307,512,324
469.jpg,640,512,car,607,325,632,339
469.jpg,640,512,motorcycle,42,290,55,303
469.jpg,640,512,car,165,308,201,327
469.jpg,640,512,car,200,267,230,282
469.jpg,640,512,car,341,213,356,244
469.jpg,640,512,car,480,307,512,324
469.jpg,640,512,car,607,325,632,339
470.jpg,640,512,motorcycle,41,302,53,312
470.jpg,640,512,car,163,318,199,336
470.jpg,640,512,car,199,277,229,294
470.jpg,640,512,car,340,221,356,254
470.jpg,640,512,car,481,319,514,333
470.jpg,640,512,car,606,334,635,347
471.jpg,640,512,motorcycle,40,312,56,325
471.jpg,640,512,car,166,330,201,350
471.jpg,640,512,car,200,288,230,305
471.jpg,640,512,car,343,232,362,264
471.jpg,640,512,car,486,329,519,343
471.jpg,640,512,car,613,347,640,360
472.jpg,640,512,car,16,282,47,298
472.jpg,640,512,car,201,333,238,356
472.jpg,640,512,car,241,296,271,313
472.jpg,640,512,car,390,255,408,288
472.jpg,640,512,car,520,369,552,387
472.jpg,640,512,motorcycle,78,301,93,312
473.jpg,640,512,car,190,239,219,265
473.jpg,640,512,car,539,383,566,416
473.jpg,640,512,car,391,356,419,379
473.jpg,640,512,car,336,373,370,405
473.jpg,640,512,motorcycle,237,287,255,296
474.jpg,640,512,car,250,244,276,271
474.jpg,640,512,car,572,442,602,475
474.jpg,640,512,car,434,393,462,417
474.jpg,640,512,car,377,402,407,435
474.jpg,640,512,motorcycle,291,300,308,308
475.jpg,640,512,car,477,0,498,12
475.jpg,640,512,car,580,476,612,507
475.jpg,640,512,car,447,421,472,444
475.jpg,640,512,car,388,426,415,460
475.jpg,640,512,car,263,255,294,288
475.jpg,640,512,car,196,19,219,37
475.jpg,640,512,motorcycle,306,319,324,325
476.jpg,640,512,car,474,3,498,24
476.jpg,640,512,car,590,500,611,512
476.jpg,640,512,car,445,441,473,467
476.jpg,640,512,car,388,449,416,485
476.jpg,640,512,car,267,279,293,310
476.jpg,640,512,car,194,32,218,49
476.jpg,640,512,motorcycle,307,342,323,349
477.jpg,640,512,car,230,37,255,54
477.jpg,640,512,car,455,471,483,497
477.jpg,640,512,car,397,476,424,512
477.jpg,640,512,car,286,295,312,328
477.jpg,640,512,car,513,25,538,48
477.jpg,640,512,motorcycle,324,360,340,368
478.jpg,640,512,motorcycle,349,389,367,397
478.jpg,640,512,car,322,319,345,349
478.jpg,640,512,car,287,49,313,65
478.jpg,640,512,car,579,58,600,85
478.jpg,640,512,car,600,43,620,67
478.jpg,640,512,car,541,9,559,25
479.jpg,640,512,car,335,339,359,377
479.jpg,640,512,car,609,86,632,111
479.jpg,640,512,car,573,26,590,51
479.jpg,640,512,car,315,61,341,78
479.jpg,640,512,motorcycle,364,413,382,423
479.jpg,640,512,car,335,339,359,377
479.jpg,640,512,car,609,86,632,111
479.jpg,640,512,car,573,26,590,51
479.jpg,640,512,car,315,61,341,78
479.jpg,640,512,motorcycle,364,413,382,423
480.jpg,640,512,motorcycle,374,441,392,453
480.jpg,640,512,car,609,56,624,80
480.jpg,640,512,car,344,79,372,96
480.jpg,640,512,car,350,366,374,401
480.jpg,640,512,car,314,4,340,19
481.jpg,640,512,motorcycle,374,474,392,486
481.jpg,640,512,car,614,76,629,97
481.jpg,640,512,car,343,101,371,117
481.jpg,640,512,car,351,400,372,432
481.jpg,640,512,car,311,22,337,37
482.jpg,640,512,car,315,36,343,53
482.jpg,640,512,car,618,92,636,115
482.jpg,640,512,car,351,424,374,458
482.jpg,640,512,car,346,117,376,136
482.jpg,640,512,motorcycle,376,504,392,512
483.jpg,640,512,car,347,83,376,100
483.jpg,640,512,car,374,176,403,194
483.jpg,640,512,car,384,152,414,161
484.jpg,640,512,car,351,102,382,118
484.jpg,640,512,car,378,198,409,214
484.jpg,640,512,car,387,171,418,184
485.jpg,640,512,car,279,13,291,32
485.jpg,640,512,car,382,240,417,258
485.jpg,640,512,car,355,137,383,153
485.jpg,640,512,car,390,214,421,227
486.jpg,640,512,car,355,176,390,196
486.jpg,640,512,car,384,287,417,304
486.jpg,640,512,car,392,258,427,272
486.jpg,640,512,car,281,41,294,63
487.jpg,640,512,car,392,338,422,355
487.jpg,640,512,car,406,305,434,321
487.jpg,640,512,car,365,221,398,239
487.jpg,640,512,car,288,74,303,98
488.jpg,640,512,car,571,0,584,12
488.jpg,640,512,car,293,92,310,119
488.jpg,640,512,car,391,366,425,384
488.jpg,640,512,car,409,335,441,351
488.jpg,640,512,car,367,245,402,264
489.jpg,640,512,car,297,110,313,135
489.jpg,640,512,car,395,396,429,414
489.jpg,640,512,car,409,363,442,380
489.jpg,640,512,car,374,270,408,289
489.jpg,640,512,car,578,7,593,26
489.jpg,640,512,car,297,110,313,135
489.jpg,640,512,car,395,396,429,414
489.jpg,640,512,car,409,363,442,380
489.jpg,640,512,car,374,270,408,289
489.jpg,640,512,car,578,7,593,26
490.jpg,640,512,car,376,298,413,317
490.jpg,640,512,car,399,425,433,445
490.jpg,640,512,car,416,394,450,411
490.jpg,640,512,car,306,131,319,156
490.jpg,640,512,car,590,26,608,48
491.jpg,640,512,car,625,53,639,78
491.jpg,640,512,car,407,457,443,480
491.jpg,640,512,car,424,427,469,445
491.jpg,640,512,car,328,150,343,180
491.jpg,640,512,car,393,327,429,348
492.jpg,640,512,car,398,358,435,377
492.jpg,640,512,car,430,459,474,479
492.jpg,640,512,car,411,491,446,511
492.jpg,640,512,car,336,173,349,202
493.jpg,640,512,car,400,383,438,404
493.jpg,640,512,car,335,192,351,224
493.jpg,640,512,car,434,486,471,506
494.jpg,640,512,car,403,416,440,434
494.jpg,640,512,car,335,215,352,251
495.jpg,640,512,car,406,445,442,464
495.jpg,640,512,car,337,245,354,280
496.jpg,640,512,car,337,274,357,311
496.jpg,640,512,car,408,483,443,502
496.jpg,640,512,person,288,13,294,33
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
497.jpg,640,512,person,293,53,301,72
497.jpg,640,512,car,340,303,359,341
51.jpg,640,512,person,163,49,177,62
51.jpg,640,512,car,111,0,171,33
51.jpg,640,512,person,178,45,189,54
51.jpg,640,512,person,170,34,182,43
51.jpg,640,512,person,159,41,171,51
51.jpg,640,512,person,163,49,177,62
51.jpg,640,512,car,111,0,171,33
51.jpg,640,512,person,178,45,189,54
51.jpg,640,512,person,170,34,182,43
51.jpg,640,512,person,159,41,171,51
51.jpg,640,512,person,163,49,177,62
51.jpg,640,512,car,111,0,171,33
51.jpg,640,512,person,178,45,189,54
51.jpg,640,512,person,170,34,182,43
51.jpg,640,512,person,159,41,171,51
51.jpg,640,512,person,163,49,177,62
51.jpg,640,512,car,111,0,171,33
51.jpg,640,512,person,178,45,189,54
51.jpg,640,512,person,170,34,182,43
